,date,location,operator,ac_type,registration,aboard,fatalities,ground,summary
5449,"September 03, 2008","Off Dubai, United Arab Emirates",Aerogulf,Bell 212,A6-AVL,7,7,0,"While attempting to take off, the helicopter struck a crane, crashed on to the deck of the Maersk Resilient oil drilling rig, broke up and fell into the sea 43 miles off Duabi."
5450,"September 14, 2008","Perm, Russia",Aeroflot,Boeing B-737-505,VP-BKO,88,88,0,"The aircraft crashed into a ravine adjacent to railroad tracks and near an apartment building as it was approaching Perm for a landing. The plane was at 3,600 when contact was lost with the tower. Pilot error. The captain ""lost spatial orientation"" after he misread an altitude indicator on the instrument panel. The pilot  was determined to be intoxicated."
5451,"September 19, 2008","Columbia, South Carolina",Global Executive Aviation,Learjet 60,N999LJ,6,4,0,"The plane was attempting to take off from Columbia Metropolitan Airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway. The accident was caused by the operator’s inadequate maintenance of the airplane’s tires, which resulted in multiple tire failures during takeoff roll due to severe underinflation, and the captain’s execution of a rejected takeoff after V1, which was inconsistent with her training and standard operating procedures."
5452,"September 27, 2008","Camp Springs, Maryland",Maryland State Police,Aerospatiale SA365N-1 Dauphin II,N92MD,5,4,0,The medical helicopter carrying victims of a traffic accident crashed in fog at Walker Mill Regional Park. The pilot radioed for help prior to the accident.
5453,"October 08, 2008","Lukla, Nepal",Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,9N-AFE,19,18,0,"As the passenger plane came in for a landing, in fog, the main landing gears snagged on a security fence. The plane crashed to the ground and caught fire. The pilot was the only survivor. The cause was the two pilots who misjudged deteriorating weather conditions and flew inside a patch of fog while trying to land at Lukla airport, which is carved into the side of the Himalayas at an altitude of 9,200 feet."
5454,"October 15, 2008","Aurora, Illinois",Air Angles Inc.,Bell 222,N992AA,4,4,0,"The helicopter clipped a radio tower wire, crashed and burned killing all aboard."
5455,"November 04, 2008","Mexico City, Mexico",Mexican Government,Learjet 45,XC-VMC,9,9,7,"Mexican Interior Minister Juan Camilo Mourino, 37, was killed when the executive jet he was flying in crashed next to a building, 4.8 kilometers from the airport where it was to land. A preliminary investigation found the jet's pilots didn't immediately follow instructions to slow down and appeared to be nearly one nautical mile too close behind a Boeing 767-300 on the same flight path to Mexico City's international airport. In addition, neither pilot had legitimate certification to fly. Wake turbulence."
5456,"November 07, 2008","Gainsville, Florida",Air Key West,Partenavia SPA P68C,N681KW,3,3,0,"The on-demand taxi was transporting a organ recipient and his wife. While attempting to land in below minimum conditions, the plane descended below the glide slope and crashed into trees about 4,100 feet from the runway threshold. The pilot's failure to maintain the proper gidepath during an ILS approach. Contributing to the accident were the pilot's decision to indicate the ILS approach with weather below the published minimums, and the pilot's self-induced pressure to expeditiously transport a organ recipient to a hospital."
5457,"November 08, 2008","Between Kibo & Mawenzi Peaks of Mt. Kilimanjaroi, Tanzania",East African Air Charters,Cessna 206,5Y-AOO,5,4,0,"After taking off, the aircraft climbed to 12,500 feet. While cruising at this altitude, the aircraft was caught in a violent gust that initially pushed the plane upwards and towards the mountain. As the pilot tried to steer the aircraft away from the mountain, he realized that the airspeed had decayed to 40 kts., indicating an imminent stall. He decided to dive in order to gain air speed. As he did so the VSI indicated a rate of sink of 2,000 feet per minute while the airspeed remained at 40 kts. Visibility was poor and the pilot did not see the ground till impact at 14,399 feet. Four Italian tourists were killed. Only the pilot survived. It is therefore very likely that the aircraft was caught in a mountain wave that caused the sudden altitude gain and the subsequent stall."
5458,"November 13, 2008","Fallujah, Iraq",Falcon Aviation Group,Antonov An-12,S9-SAO,7,7,0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane."
5459,"November 16, 2008","Thormanby Island, British Columbia, Canada",Pacific Coastal Airlines,Grumman G-21A Goose,C-FPCK,8,7,0,The charter aircraft crashed into a steep hillside on south Thormanby Island 19 minutes after taking off and exploded into flames. Controlled flight into terrain caused by poor weather conditions and the decision by the pilot to fly in such conditions.
5460,"November 27, 2008","Off Perpignan, France",XL Airways leased from Air New Zealand,Airbus A320-232,D-AXLA,7,7,0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up. While attempting to test slowing the airplane to an unsafe speed, the plane's computer failed to automatically recover to safe flight, The plane stalled and crashed. The reason the computer failed was that both angle-of-attack sensors were frozen.The reason water froze in the sensors was the plane had been washed using a firehose without protecting the sensors."
5461,"December 03, 2008","San Juan, Puerto Rico",Webstas Aviation Services Inc.,Rockwell International 690B,N318WA,3,3,0,"The plane struck the side of El Yunque mountain 2,310 feet, east of San Juan in heavy fog."
5462,"December 11, 2008","Off Sabine Pass, Texas",Rotorcraft Leasing Co,Bell 206-L4 Jet Ranger III,N180AL,3,3,0,"The helicopter ferrying workers to an off shore drilling platform crashed into the Gulf, 8 miles from Sabine Pass."
5463,"December 15, 2008",Off Turks and Caicos Islands,Alantis Aviation,Britten Norman BN-2A Trislander Mk3,N650LP,12,12,0,The charter flight disappeared from radar 35 minutes into the flight and after the pilot radioed a mayday call. Probably crashed into the ocean. Never found.
5464,"January 01, 2009","Lubock, Texas",Empire Airlines leased from FedEx,ATR-42-320,N902FX,2,2,0,"Crashed while attempting to land. The probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance."
5465,"January 04, 2009",Near Houma Louisiana,Petroleum Helicopters Inc,Sikorsky S-76C++,N748P,9,8,0,"A helicopter bound for offshore oil fields went down about 75 miles southwest of New Orleans shortly after taking off. The sudden loss of power to both engines that resulted from impact with a red-tailed hawk, which fractured the windshield and interfered with engine fuel controls and the subsequent disorientation of the flightcrrew members. Also the lack of FAA regulations and guidance at the time the helicopter was certificated requiring helicopter windshields to be resistant to bird strikes and the lack of protections that would prevent T-handles from inadvertently dislodging out of the detents and the lack of a master warning light and audible system to alert the flightcrew of low-rotor speed conditions."
5466,"January 15, 2009","New York, New York",US Airways,Airbus A320-214,N106US,155,0,0,"The plane was taking off from La Guardia Airport when both engines were disabled after striking a flock of geese. The crew was able to ditch the plane in the Hudson River, making a soft landing. All 150 passengers and crew of 5 made it out safely before the plane began to sink. No one was reported to be seriously injured."
5467,"January 15, 2009","Adraskan district, Afghanistan",Afghan Army,Mil Mi-17,,13,13,0,Either shot down or crashed due to bad weather.
5468,"February 07, 2009","Manacapuru, Brazil",Aerotaxi Manaus,Bandeirante EMB-110P1,PT-SEA,28,24,0,"The plane was being used as an air taxi to ferry passengers between cities when it crashed in the Manacapuru River, 50 miles from Manus. The plane took off under warning of strong winds and rain. The crew asked permission to return shortly after takeoff because they lost an engine. The plane disappeared from radar and lost contact with ATC. The plane crashed into the river when the crew tried to land the plane on an abandoned runway in the town of Manacapuru."
5469,"February 07, 2009","Trigoria, Italy",Air One Executive,Cessna 650 Citation III,I-FEEV,2,2,0,"The plane, heading to Bologna to pick up a medical team from the Modena University Hospital, crashed shortly after taking off from Rome's Ciampino Airport."
5470,"February 12, 2009","Clarence Center, New York",Continental Connection/Colgan Air,Bombardier DHC-8-402 Q400,N200WQ,49,49,1,"The commuter plane crashed while attemptiong to land in rain and sleet, 6 miles northeast of Buffalo Niagara International Airport, were it was scheduled to land. Preliminary evidence suggests the crew selected the landing gear down and set the flaps 15 degrees. Immediately after selecting the flaps the stick shaker activated. The captain then pulled on the controls, slowing the airplane even further causing the plane to stall. Colgan Air officials acknowledged that both pilots apparently were not paying close attention to the aircraft's instruments and failed to follow the airline's procedures for handling an impending stall in the final minutes of the flight. The captain’s inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crew’s failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crew’s failure to adhere to sterile cockpit procedures, (3) the captain’s failure to effectively manage the flight, and (4) Colgan Air’s inadequate procedures for airspeed selection and management during approaches in icing conditions."
5471,"February 15, 2009","Near Isfahan/Shahin Shahr-Hesa Air Base, Iran",HESA,HESA IrAn-140-100,HESA90-04,5,5,0,The aircraft crashed druing a training flight.
5472,"February 15, 2009","Chanco, Chile",Flight Service,Bell UH-1H,CC-CBW,13,13,0,The helicopter was carrying firemen to a nearby forest fire when it crashed into a fog shrouded mountain killing all aboard.
5473,"February 20, 2009","Luxor, Egypt",Aerolift,Antonov 12V,S9-SVN,5,5,0,"While attemping to take off from Luxor, the cargo plane slammed to the ground, slid down the runway and caught fire."
5474,"February 25, 2009","Amsterdam, Netherlands",Turkish Airlines,Boeing 737-8F2,TC-JGE,134,9,0,The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. A faulty instrument caused the plane's autopilot to cut fuel to the engines prematurely. Pilots were late to notice warning signals and reacted inadequately.
5475,"March 09, 2009","Lake Victoria, Uganda",Aerolift,Ilyushin Il-76T,S9-SAB,11,11,0,"The cargo plane carrying and water purification equipment crashed into Lake Victoria shortly after taking off. Possibly caused by one or a combination of factors, including loss of engine power, malfunction of the flight control system, pilot impairment, inattentiveness to altitude and inadequate handling of the aircraft. An investigation  found that the navigator used a forged license and that the aircraft and engines were beyond their service life."
5476,"March 12, 2009","Off St. Johns, Newfoundland",Cougar Helicopters,Sikorsky S-92A,C-GZCH,18,17,0,The pilot reported a technical malfunction and radioed that he was returning to St. Johns. He then radioed a mayday. The helicopter then went down in what was a controlled emergency crash landing. The accident happened about 30 miles off St. Johns. Two main gearbox filter bowl assembly mounting studs made of titanium were found broken. This resulted in the loss of gearbox oil.
5477,"March 22, 2009","Butte, Montana",Eagle Cap Leasing,Pilatus PC-12/45,N128CM,14,14,0,"The plane crashed 500 feet short of the runway while attempting to land at Bert Mooney Airport. The plane took a nosedive and crashed near Holy Cross cemetery. The plane was carrying children and adults from California to a skiing vacation in Montana when it diverted from its planned destination of Bozeman to Butte. The pilot, who did not use a required anti-ice additive in the fuel,continued to fly despite a deteriorating fuel system. In addition, the plane was 600 pounds over it's take-off weight."
5478,"March 23, 2009","Tokyo, Japan",FedEx,McDonnell Douglas MD-11,N526FE,2,2,0,The cargo plane crashed and burst into flame as it landed at Narita Airport in winds of 30 - 50 mph. The plane bounced twice on the runway and veered to left as it turned on its side before bursting into flames. The fire destroyed the aircraft.
5479,"April 01, 2009","Off Crimond, Scotland",Bond Offshore Helicopters,Eurocopter AS 332L2 Super Puma 2,G-REDL,16,16,0,The helicopter crashed 35 miles East of Crimond in the North Sea while transporting oil workers. A mayday was received prior to the crash. Catastrophic failure of the main rotor gearbox.
5480,"April 06, 2009","Bandung, Indonesia",Military - Indonesian Air Force,Fokker F-27 Friendship 400M,A-2703,24,24,0,"While returning from a military training exercise, and attempting to land, the aircraft struck a hanger and burst into flames."
5481,"April 09, 2009","Near Wamena, Indonesia",Aviastar Mandiri,British Aerospace BAe-146-300,PK-BRD,6,6,0,The cargo plane crashed into Gunung Pike mountain while on approach and attempting to land at Wamena Airport.
5482,"April 17, 2009","Mount Gergaji, Indonesia",Mimika Air,Pilatus PC-6,PK-LTJ,11,11,0,The passenger plane crashed in poor weather into Mount Gergaji moments before landing at Mulia.
5483,"April 17, 2009","Canaima National Park, Venezuela",Aerotuy Airline,Cessna 208B Grand Caravan,YV-1181,11,1,0,"The plane, carrying 9 tourists, crashed 5 miles from the airport while taking off after an engine failed. The plane could not gain altitude and collided with a power line.  A six-year-old boy was killed."
5484,"April 29, 2009","Massamba, Democratic Republic of Congo",Bako Air,Boeing B-737-200,TL-ADM,7,7,0,Crashed while en route on a ferrying flight. The plane had not been flown for a year.
5485,"May 03, 2009","Near El Alto de Rubio, Venezuela",Military - Venezuelan Army,Mi-35,EV08114,18,18,0,The helicopter was patrolling along the Venezuelan / Colombian border when radar contact was lost.
5486,"May 20, 2009","Near Madiun, Indonesia",Military - Indonesian Air Force,Lockheed C-130 Hercules,A-1325,112,98,2,"While on approach, the military transport crashed into 4 houses, skidded into a rice field and burst into flames."
5487,"May 26, 2009","Near Isiro, Democratic Republic Congo",Service Air,Antonov An-26,9Q-CSA,4,4,0,The cargo plane crashed while on approach to Isiro-Matari Airport.
5488,"June 01, 2009","Atlantic Ocean, 570 miles northeast of Natal, Brazil",Air France,Airbus A330-203,F-GZCP,228,228,0,"The Airbus went missing over the Atlantic Ocean on a flight from Rio de Janeiro to Paris, France. The plane departed from Rio de Janeiro-Galeao International Airport at 19:03 LT bound for Charles de Gaulle Airport in Paris. The last radio contact with the flight was at 01:33 UTC.  The aircraft left CINDACTA III radar coverage at 01:48 UTC, flying normally at FL350. The aircraft reportedly went through a thunderstorm with strong turbulence at 02:00 UTC. At 02:14 UTC an automated message was received indicating a failure of the electrical system. The plane carried 12 crew members and 216 passengers. The wreckage was finally discovered on April 3, 2011 using unmanned submarines.  Flight447 passed into clouds associated with a large system of thunderstorms, its speed sensors became iced over, and the autopilot disengaged. In the ensuing confusion, the pilots lost control of the airplane because they reacted incorrectly to the loss of instrumentation and then seemed unable to comprehend the nature of the problems they had caused. Neither weather nor malfunction doomed flight, nor a complex chain of error, but a simple but persistent mistake on the part of one of the pilots. 
  The crew did not realize the plane was in a stall, were insufficiently trained in flying manually, and never informed the passengers that anything was wrong before they plunged into the sea. The captain was on a rest break when the warnings began. The two co-pilots were facing faulty speed readings from unreliable sensors and repeated alarm signals, but fail to explain why the pilots responded the way they did. It's unclear why the co-pilot at the controls maintained a nose-up input - contrary to the normal procedure to come out of an aerodynamic stall. Normally, the nose should be pointed slightly downward to regain lift in such a stall, often caused because the plane is traveling too slowly. A basic maneuver for stall recovery, which pilots are taught at the outset of their flight training, is to push the yoke forward and apply full throttle to lower the nose of the plane and build up speed. The report confirms that external speed sensors obstructed by ice crystals produced irregular speed readings on the plane. Since the accident, Air France has replaced the speed monitors on all its Airbus A330 and A340 aircraft. The BEA said neither of the co-pilots at the controls had received recent training for manual aircraft handling, or had any high-altitude schooling in case of unreliable air speed readings. A stall warning sounded numerous times, and once for a full 54 seconds, but the crew made no reference to it in cockpit exchanges before the jet crashed."
5489,"June 07, 2009","Near Port Hope Simpson, Newfoundland, Canada",Strait Air,Britten-Norman BN-2A-27 Islander,C-FJJR,1,1,0,The air ambulance crashed into hills while attempting to land in heavy fog about 4 miles from the airport.
5490,"June 08, 2009","State of Arunachal Pradesh, India",Military - Indian Air Force,Antonov An-32,,13,13,0,The military transport went missing while en route and might have crashed due to heavy rain in the mountainous region.
5491,"June 29, 2009","Near Wamena, Indonesia",Aviastar Mandiri,de Havilland Canada DHC-6 Twin Otter 300,PK-BRO,3,3,0,"While en route and nearing it's destination, the cargo plane crashed into a 9,600 ft. mountain in the Tangma district."
5492,"June 30, 2009","Off Mitsamiouli, Comoros",Yemenia Airway,Airbus A310-324,7O-ADJ,153,152,0,"The plane crashed into the Indian Ocean, 10 miles off the coast,while attempting a second approach to Hahaya Airport in Moroni. A 12 year old girl survived the accident. Crew error. The accident was due to inappropriate action by the crew during a non-stabilizing maneuver."
5493,"July 03, 2009","Near,  Peshawar ,  Pakistan",Military - Pakistan Army,Mil Mi-17,,26,26,0,The military helicopter crashed en route while transporting troops.
5494,"July 15, 2009","Near Qazvin, Iran",Caspian Airlines,Tupolev 154M,EP-CPG,168,168,0,"The airliner crashed into a field 75 miles northwest of Tehran, 11 minutes after taking off from Imam Khomeini Airport. The plane exploded and disintegrated upon impact. Separation of a piece of the low pressure compressor from the No. 1 engine. Debris from that  hit the aircraft  body, disabling the fuel lines."
5495,"July 19, 2009","Kandahar Airport, Afghanistan",Vertical-T Air,Mil Mi-8,,21,16,0,A civilian contractor's helicopter crashed while attempting to take off.
5496,"July 24, 2009","Mashad, Iran",Aria Airlines,Ilyushin Il-62M,UP-16208,153,16,0,"While attempting to land, the plane skidded off the runway and crashed into a wall. Iran's Civil Aviation Organization stated the plane flew too fast during the approach and landing. The usual landing speed for an Il-62 would have been between 145 and 165 mph, however, it landed at a speed of 197 mph. Because of this, the airplane ran off the runway and collided with a wall."
5497,"August 02, 2009","Ampisibil Village, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,PK-NVC,16,16,0,"Contact was lost with the aircraft 15 minutes after taking off. Debris was found in the Bintang mountains at an elevation of 9,300 feet. The crew did not maintain visual flight procedures when flying below lowest safe altitude, and the aircraft was flown into cloud in the vicinity of gap north west of Oksibil. The accident was consistent with controlled flight into terrain."
5498,"August 04, 2009","Koh Samui, Thailand",Bangkok Airlines,ATR-72-212A,HS-PGL,72,1,0,"The plane skidded off the runway and collided with an unused control tower, killing the pilot."
5499,"August 08, 2009","New York, New York",Liberty Helicopter Sightseeing Tours / Private,Eurocopter AS-350BA / Piper PA-32R-300,N401lH / N71MC,9,9,0,Midair collision between a sightseeing helicopter and Piper Saratoga. Both aircraft fell into the Hudson River after colliding. The private plane approached and hit the the helicopter at almost a 90 degree angle. Both were flying VFR. Six killed on the helicopter and 3 aboard the private plane.
5500,"August 11, 2009","Near Port Moresby, Papua New Guinea",Airlines  PNG,de Havilland Canada DHC-6 Twin Otter 300,P2-MCB,13,13,0,"The aircraft crashed on the eastern side of the Kokoda Gap, about 11 kms. southeast of Kokoda Airport. The aircraft impacted steep, heavily timbered terrain in a near-level altitude. Significant layers of clouds were in the area between the altitudes of 800 and 18,000 ft. with isolated showers and thunderstorms and embedded Cumulo Nimbus clouds."
5501,"August 26, 2009","Nganga Lingolo, Congo",Aero Fret Business,Antonov An-12BK,TN-AIA,7,7,0,"The cargo plane crashed 7 miles SE of Brazzaville into a cemetery, short of the runway, while on approach to land. Reports indicate the rear of the plane had been on fire and the aircraft broke up before it hit the ground."
5502,"September 08, 2009","Ugamsk Gorge, South Kazakistan",Military - Kazakhstan border guard service,Mil Mi-8,,13,10,0,The helicopter crashed while while pursuing suspected gunmen near the Uzbek border.
5503,"September 24, 2009","Merebank, South Africa",SA Airlink,British Aerospace Jetstream 41,ZS-NRM,3,1,0,"The aircraft was on a positioning flight when it suffered an engine failure on take off.  The crew declared an emergency but the plane crashed onto a vacant lot, slid though a  fence and broke up on the grounds of a school, 400 meters from the runway. Instead of shutting down the malfunctioning engine, the pilot switched off the left engine - which was serviceable."
5504,"September 25, 2009","Georgetown, South Carolina",Omniflight Helicopters Inc.,Eurocopter AS350-B2,N417AE,3,3,0,"The air ambulance crashed shortly after departure after dropping off a patient and while returning to base. The pilot, medic and nurse were all killed. The pilot’s decision to continue the visual flight rules flight into an area of instrument meteorological conditions, which resulted in the pilot’s spatial disorientation and a loss of control of the helicopter. Contributing to the accident was the inadequate oversight of the flight by Omniflight’s Operational Control Center."
5505,"October 17, 2009","Manila, Philippines",Victoria Air,Douglas DC-3C,RPC550,4,4,0,Shortly after take off the crew reported engine problems and requested an emergency return to the airport. The pilot was not able to make the turn and the cargo plane crashed into an abandoned warehouse and burst into flames.
5506,"October 21, 2009","Sharjah, United Arab Emirates",Azzi,Boeing 707-330C,ST-AKW,6,6,0,"The cargo plane took off, banked to the right and crashed into the desert, 3km from the airport."
5507,"October 22, 2009","Off Bonaire, Netherlands Antilles",Divi Divi Air,Britten-Norman BN-2A-8 Island,PJ-SUN,10,1,0,"While on approach, the right engine failed and the pilot was not able to maintain altitude. The plane ditched into the ocean.Nine passengers were rescued but the pilot was not able to leave the sinking plane and died."
5508,"November 01, 2009","Mirny, Russia",Russian Ministry of Interior,Ilyushin Il-76,RF-76801,11,11,0,"While taking off the aircraft barely rose off the ground, banked to the right and crashed 1.5 km from the airport. Seven crew as well as four members from a replacement crew were on board."
5509,"November 06, 2009","Off Mongokhto, Russia",Military - Russian Navy,Tupolev Tu-142M3,RF-76801,11,11,0,Crashed 20 miles offshore in the Tartar Strait while on approach.
5510,"November 12, 2009","Kigali, Rwanda",Rwandair,Canadair CRJ-100ER,5Y-JLD,15,1,0,"Fifteen minutes after taking off, the pilot announced that the aircraft had a mechanical problem and was returning to the airport. After coming to a stop, for some unexplained reason, the plane took off again at full power, made a right turn and crashed into the VIP lounge."
5511,"November 14, 2009","Near Reno, Nevada",Mountain Lifeflight,Aerospatiale AS350,N5793P,3,3,0,"The medical helicopter crashed and burned about 29 miles northwest of Reno, while returning to its base in Susanville, after dropping off a patient at a Reno hospital. All three crew members aboard were killled."
5512,"November 15, 2009","Windhoek, Namibia",Air Nave,Cessna 208B Grand Caravan,ZS-OUT,4,1,0,"The cargo plane failed to gain altitude after taking off, descended to the right and crashed into the ground.Two passengers and the pilot were killed, one passenger survived."
5513,"November 28, 2009","Shanghai, China",Avient Aviation,McDonnell Douglas MD-11F,Z-BAV,7,3,0,"The cargo plane veered off the runway, crashed and burned after the tail struck the ground as it attempted to take off."
5514,"November 29, 2009","Lyall Harbour, BC, Canada",Seair Seaplanes,de Havilland Canada DHC-2 Beaver MK- 1,C-GTMC,8,6,0,The float plane crashed off Saturna Island after taking off from Lyall Harbour. A female passenger and the pilot survived.
5515,"December 30, 2009","Morobe Province, Papua, New Guinea",Kiunga Aviation,Cessna A185E Skywagon,P2-MJL,7,6,0,After an engine fire the aircraft crashed in mountainous terrain. The pilot was the lone survivor.
5516,"January 05, 2010","Wheeling, Illinois",Royal Air Freight,Gates Learjet 35,N720RA,2,2,0,"The cargo plane crashed into a forest reserve south of Chicago-Executive Airport while on approach, after being cleared to land."
5517,"January 22, 2010","Off Sand Point, Alaska",Alaska Central Express,Beechcraft 1900C-1,N112AX,2,2,0,The cargo plane crashed into the water shortly after taking off with a cargo of fish and mail.
5518,"January 25, 2010","Off Na'ameh, Lebanon",Ethiopian Airlines,Boeing 737-8AS,ET-ANB,90,90,0,"The passenger plane disappeared off radar shortly after taking off from Rafik Hariri International Airport in stormy weather and crashed into the Mediterranean Sea, two miles west of  the village of Na'ameh, Lebanon. The flight crew's mismanagement of the aircraft's speed, altitude, headings and attitude through inconsistent flight control inputs resulting in a loss of control. The flight crew failure to abide by CRM principles of mutual support and calling deviations hindered any timely intervention and correction."
5519,"January 25, 2010","Near Senador Jose Porfírio, Brazil",Piquiatuba Taxi Aereo,Embraer EMB-110C Bandeirante,PT-TAF,10,2,0,"The commuter plane crashed while attempting to land, killing the captain and one passenger."
5520,"January 28, 2010","Cotabato City, Philippines",Military - Philippine Air Force,GAF N22B Nomad,18,8,8,1,"While taking off, the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood."
5521,"February 14, 2010","Near Saada, Yemen",Military - Yemeni Arm,Helicopter?,,11,11,2,The helicopter crashed into a military vehicle shortly after taking off from the military airport carrying seven wounded soldiers and its crew of four soldiers. The accident was reported to have been caused by a technical fault.
5522,"February 25, 2010","Near El Mirador, Peru",Nazca Airlines,Cessna U206F,OB-1117,7,7,0,The small plane crashed during a aerial tour of the famed Nazca Lines archeological site in southern Peru.
5523,"April 10, 2010","Smolensk, Russia",Military - Polish Air Force,Tupolev 154M,101,96,96,0,"The military jet crashed and was destroyed while attempting to land in dense fog and poor visibility. The crew requested permission to carry out a trial approach to a decision height of 100 m and told the controller to expect a go-around. A few seconds before impact, the autopilot and autothrottle were disconnected in order to execute a go-around. The airplane impacted upsloping terrain at a distance of about 1,100 meters from the runway and 40 m to the left of extended centerline. The immediate cause of the accident was the failure of the crew to make a timely decision to proceed to an alternate airport although they were not once timely informed of the actual weather conditions at Smolensk, which were significantly lower than the established airport minima. Descent without visual contact with ground references to an altitude much lower than minimum descent altitude for a go-around,  in order to establish visual flight. No reaction to the numerous TAWS warnings which led to controlled flight into terrain, aircraft destruction and death of the crew and passengers.
 Polish president Lech Kaczynski and his wife were among the dead."
5524,"April 10, 2010","Near Yelizovo, Russia",Kamchatka Airlines,Mi-8,,18,10,0,"The helicopter was flying German and Russian snowboarders during a showboarding tour when it crash, 67 km away from Yelizovo."
5525,"April 13, 2010","Monterey, Mexico",Airborne Freight Company Union,Airbus A300B4-203F,XA-TUE,5,5,2,"The cargo plane was making a stop at Monterey on its way to Los Angeles when it crashed 1.5 km from the airport, while making a final approach to General Mariano Escobedo International Airport. The aircraft was cleared to land on Runway 11, when the crew decided to abort the landing. The plane then crashed onto Avenida Miguel Aleman roadway, striking a car and killing the driver. The plane then broke apart and burst into flames."
5526,"April 21, 2010","Pampanga, Philippines",Interisland Airlines,Antonov An-12BP,UP-AN216,6,3,0,"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames."
5527,"May 12, 2010","Tripoli, Libya",Afriqiyah Airways,Airbus A330-202,5A-ONG,104,103,0,"The aircraft crashed and disintegrated one-half a mile from the runway while attempting to land at Tripoli International Airport. Ninety-two passenger and a crew of 11 were killed. A 8 year old Dutch boy was the sole survivor. Failure of the two pilots to coordinate their actions during the initial approach, with the final approach attempted below the minimum descent altitude and the runway not visible. Realizing that the approach had been misjudged, the co-pilot, who was in command, attempted to pull the plane up in order to perform a new landing, which disabled the auto pilot, but the captain had retaken control of the aircraft without informing his co-pilot, leading to the crash. Lack of coordination between the two pilots and the inappropriate application of flight control inputs during the attemped go-around. The length of the trip and crew fatigue was a factor."
5528,"May 15, 2010","Near Poeketi, Suriname",Blue Wings Airlines,Antonv An-28,PZ-TSV,8,8,0,"The plane crashed during poor weather into a forest ,10 minutes after taking off from Godo Olo Air Strip."
5529,"May 17, 2010","Salang pass, Afghanistan",Pamir Airlines,Antonv An-24B,YA-PIS,44,44,0,"The plane crashed in Salang pass, 60 miles north of Kabul. Weather was poor in the general area."
5530,"May 22, 2010","Mangalore, India",Air India Express,Boeing 737-8HG,VT-AXV,166,159,0,"While attempting to land at Mangalore Airport, the plane overran the runway, slid down a ravine into a wooded valley, and burst into flames. Despite being warned by the aircraft computers to ""pull up, the captain did not heed the warning. He also ignored the co-pilot telling him to go-around,"
5531,"May 29, 2010","Ahousat, British Columbia",Air Taxi - Atleo River Air Service Ltd.,Cessna A185F Skywagon,C-GIYQ,4,4,0,"The float plane crashed into the waters near Flores Island and sank. The landing was attempted with the wheels lowered. It is most likely drunken passengers aboard the floatplane interfered with the pilot during the  flight, causing him to lose control and crash. It is possible that one of the passengers seated behind the pilot kicked the pilot's seat forward and held it there. This could have pushed the pilot into the instrument panel and the controls forward, inducing a dive."
5532,"June 14, 2010","Near Felipe Carrillo Puerto, Mexico",Servicios Aereos Milenio,Cessna 208B Grand Caravan,XA-TWK,8,8,0,"The aircraft, carrying 6 security team members of candidate for governor, Roberto Borge, crashed into the jungle shortly after taking off from Felipe Carrillo Puerto airfield."
5533,"June 19, 2010","Yangadou, Cameroon",Aero Service,CASA 212 Aviocar,TN-AFA,11,11,0,The plane crashed in a remote area on the Cameroon / Congo border. The plane was carrying executives of the mining company Sundance Resources.
5534,"June 23, 2010","Quebec, Canada",Aéropro,Beechcraft A100 King Air,C-FGIN,7,7,0,"The pilot reported a problem with his right engine after take off and tried to return for an emergency landing but crashed into a private field and exploded, approximately 1 mile north of Jean-Lesage International Airport. The aircraft took off with reduced engine power not recommended by the manufacturer. Once the right engine stopped working, the pilots didn't rotate the engine's blades to be parallel with the flow of air, a procedure called feathering that helps to reduce drag. The crew were not properly trained for emergencies, and mechanical defects were not being logged. The company’s license was revoked."
