,date_time,location,operator,flight_no,route,ac_type,registration,cn_ln,summary,total_aboard,total_passengers,total_crew,total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities
5580,2011-07-11 11:55:00,"Near Strezhevoy, Russia",Angara Airlines,5007,Tomsk - Surgut,Antonov An-24RV,RA-47302,57310302,"After reporting an engine fire in the left engine, the pilot attempted to make an emergency landing at Strezhevoy but ditched into the Orb River. Both pilots were not certified to fly. The captain's license was revoled and the first office had not finished his requalification exam.",37,33,4,7,7,0,0
5581,2011-07-13 11:53:00,"Recife, Brazil",NOAR Linhas Aéreas,SP-5007,Recife - Natal,Let L-401UVP-20,PR-NOB,2722,"The regional airliner had taken off from Runway 18 after which the pilot reported that he wanted to return for an emergency landing. He then stated he was attempting a forced landing on the beach of Boa Viagem but instead the plane crashed into a vacant lot and burst into flames near the beach, 1.2 miles from the runway threshold.",16,14,2,16,14,2,0
5582,2011-07-26 09:00:00,"Near Guelmim, Morocco",Military - Royal Moroccan Air Force,NoData,Dakhla - Guelmim - Kinitra,Lockheed C-130 Hercule,CNA-OQ,4892,"The military transport plane crashed in the mountain, 6 miles northeast of Guelmim in bad weather while attempting to land.",80,71,9,80,71,9,0
5583,2011-07-28 04:12:00,"Off Jeju, South Korean",Asiana Airlines,991,Seoul - Shanghai,Boeing B-747-48EF,HL-7604,29907/1370,"The cargo plane crashed into the sea about 70 miles west of Jeju after the crew reported a fire in a cargo hold. The plane was carrying 58 tons of electronic and machine parts, including lithium batteries.",2,0,2,2,0,2,0
5584,2011-08-02 13:27:00,"Near Bom Jardim da Serra, SC, Brazil",Military - Brazilianl Air Force,NoData,Canoas - Rio de Janeiro,Cessna 208B C-98A Grand Caravan,FAB2735,208B-2130,"While en route, the plane dove into the ground and exploded.",8,6,2,8,6,2,0
5585,2011-08-06 00:00:00,"Tangi Valley, Afghanistan",Military - U.S. Army,NoData,NoData,Boeing CH-47 Chinook,NoData,NoData,"Thirty-eight people, including 31 U.S. special forces troops and 7 Afghan soldiers were killed when their helicopter was shot down with a rocket-propelled grenade during overnight operations against Taliban insurgents.",38,NoData,NoData,38,NoData,NoData,0
5586,2011-08-09 14:34:00,"Near Omsukchan, Russia",Avis Amur,LN-9209,Magdan - Keperveem,Antonov 12,RA-11125,3341006,"After leaving Magdan the crew of the cargo plane reported a fuel leak and an engine fire. While trying to return to Magdan, the plane crashed 6 miels from Omsukchan, 190 miles from its original take-off point. The plane carried 18 tons of cargo.",11,2,9,11,2,9,0
5587,2011-08-13 19:40:00,"Near McGrath, Alaska",Inland Aviation Services,NoData,McGarth - Anvik,Cessna 207,NoData,NoData,"The aircraft impacted mountainous, brush covered terrain, about 37 miles west of McGrath in low clouds, rain and reduced visibility. Pilot error. The pilot's decision to continue VFR flight into instrument meteorological conditions, which resulted in an in-flight collision with mountainous terrain.",6,5,1,2,1,1,0
5588,2011-08-20 12:50:00,"Resolute Bay, Nunavut, Canada",First Air,6560,Yellowknife - Resolute Bay,Boeing B-737-210C(A) Combi,C-GNWN,21067/414,"While on instrument approach and initiating a go-around, the plane hit a hill side 2km east of the runway and broke up into 3 pieces.The crew had initiated the go-around 2 seconds before impact. The late initiation and subsequent management of the descent resulted in the aircraft turning onto final approach 600 feet above the glideslope, increasing the crew’s workload and reducing their capacity to assess and resolve the navigational issues during the remainder of the approach.",15,11,4,12,8,4,0
5589,2011-08-26 19:00:00,"Mosby, Missouri",LifeNet,NoData,Bethany - Mosby,Eurocopter AS350B2,N352LN,3728,"The helicopter was headed for Mosby to refuel when it crashed in a field 1.7 nm north-northeast of Midwest National Air Center. The pilot, nurse, paramedic and patient were all killed.",4,3,1,4,3,1,0
5590,2011-09-02 17:48:00,"Juan Fernandez Island, Chile",Chilean Air Force,NoData,Santiago - Juan Fernandez Island,CASA C-212 Aviocar 300DF,966,443,"The aircraft attempted to land at the airport on two occasions, but strong winds prevented it from landing.The aircraft subsequently crashed into the sea 1 kilometre (1,100 yd) off the island on its third approach. One of the killed persons was Felipe Camiroaga, the most important TV entertainer in Chile.",21,17,4,21,17,4,0
5591,2011-09-06 18:50:00,"Near Trinidad, Bolivia",Aerocon,A4-238,"Santa Cruz - Trinidad, Bolivia",Swearingen SA-227BC Metroliner III,CP-2548,BC-768B,"The plane crashed into the jungle while on approach to Runway 14 at Trinidad Airport. After the crew reported they were turning into the final approach, radio contact was lost. The plane was found 2 days later, 10 km from the airport. One passenger survived.",9,7,2,8,6,2,0
5592,2011-09-07 15:50:00,"Yaroslavl, Russia",YAK Service,9633,Yaroslavl - Minsk,Yakovlev 42D,RA-42434,4520424305017,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for the
Yak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward
  pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds.",45,37,8,44,37,7,0
5593,2011-09-14 12:00:00,"Huambo, Angola",Military - FANA Forca Aerea Nacional Angolana,NoData,Huambo - Luanda,Embraer 120ER Brasilia,T-500,120357,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot.",36,34,2,30,30,0,0
5594,2011-09-16 16:25:00,"Reno, Nevada",Private - Aero Trans Corp,NoData,Air race,North American P-51D-15-NA Mustang,N79111,109-35934,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.,1,0,1,1,0,1,10
5595,2011-09-20 00:00:00,"Near Cap-Haitien, Haiti",SALSA d'Haiti,112,Port au Prince - Cap Haitien,Beachcraft 99A,HH-APA,U-123,The plane crashed into a flooded sugar cane field while attempting to land in heavy rain and thunderstorms. The passenger and both pilots were killed.,3,1,2,3,1,2,0
5596,2011-09-22 13:15:00,"Yellowknife, Northwest Territories, Canada",Arctic Sunwest Charters,NoData,Thor Lake - Great Slave Lake,De Havilland Canada DHC-6-300 Twin Otter,C-GARW,367,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a façade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come.",9,7,2,2,0,2,0
5597,2011-09-25 07:31:00,"Near Kathmandu, Nepal",Buddha Air,NoData,Sightseeing,Beechcraft 1900D,9N-AEK,UE-295,The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.,19,16,3,19,16,3,0
5598,2011-09-29 07:38:00,"Near Bohorok, Indonesia",Nusantara Buana Air,NoData,Medan - Kutacane,CASA NC-212 Aviocar 200,PK-TLF,NoData,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination.",18,14,4,18,14,4,0
5599,2011-10-04 11:47:00,"Near Lutsek'e, NT, Canada",Air Tindi,200,Yellowknife - Lutsek'e,Cessna 208B Grand Caravan I,C-GATV,208B-0308,"The plane hit the top of a hill while enroute, approximately 20 nm from Lutsek'e Airport. The pilot and one passenger were killed.",4,3,1,2,1,1,0
5600,2011-10-13 17:00:00,"Near Madang, Papua New Guinea",Airline PNG,1600,Lae - Madang,de Havilland Canada DHC-8-102,P2-MCJ,125,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook.",32,28,4,28,26,2,0
5601,2011-10-14 00:00:00,"Xakanaka Airstrip, Botswana",Moremi Air Charters,NoData,Xakanaka Airstrip - Pom Pom Airstrip,Cessna 208B Grand Caravan,A2-AKD,208B-0582,The sightseeing plane crashed immediately after taking off for Xakanaka Airstrip in the Okavango Delta.,11,9,2,8,7,1,0
5602,2011-10-27 04:12:00,"Vancouver, BC, Canada",Northern Thunderbird Air Inc.,NoData,Vancouver - Kelowna,Beechcraft 100 King Air,C-GXRX,B-36,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem.",9,7,2,1,0,1,0
5603,2011-11-10 12:14:00,"Near Kilohana, Molokai, Hawaii",Blue Hawaiian Helicopter,NoData,Sightseeing,Eurocopter EC-130 B4,N11QV,4909,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation.",5,4,1,5,4,1,0
5604,2011-11-11 08:55:00,"Near Santa Catarina Atoyzingo, Mexico",Fuerza Aerea Mexicana,NoData,"Campo Militar Marte - Ciudad de Cuernavaca, Morelos",Aerospatiale AS 332L1 Super Puma,XC-UHM,2127,"The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters. The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials.",8,7,1,8,7,1,0
5605,2011-11-24 00:00:00,"Near Sugapa, Indonesia",Susi Air,NoData,Nabire - Sugapa,Cessna 208B Grand Caravan,PK-VVG,208B-1308,"While attempting to land, the pilot of the cargo plane pulled up from the approach to avoid a pedestrian on the runway and crashed into the surrounding mountains seven miles away. The copilot was killed.",2,0,2,1,0,1,0
5606,2011-11-28 22:50:00,"Riverwoods, Illinois",Trans North Aviation Ltd.,NoData,Jesup - Chicago,Piper PA-31-350 Navajo Chieftain,N59773,31-7652044,"The air ambulance crashed into a wooded area after the pilot reported having fuel problems. The patient, the patient's wife and one other person onboard was killed. Pilot error. The pilot's inadequate preflight planning and in-flight decision making, which resulted in a loss of engi9ne power due to fuel exhaustion during approach. Contributing to the accident was the pilot's decision to operate an airplane after using illicit drugs.",5,NoData,NoData,3,NoData,NoData,0
5607,2011-12-07 16:45:00,"Near Henderson, Nevada",Sundance Helicopters Inc.,NoData,Sightseeing,Aerospatiale AS-350 B2 Ecureuil,N37SH,2300,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable.",5,4,1,5,4,1,0
5608,2011-12-09 14:24:00,"Sioux Falls, South Dakota",Quest Aviation,NoData,"Sioux Falls, SD - Rapid City, SD",Cessna 421C,N421SY,421C0051,Thirty seconds after taking off the air-taxi began trailing white smoke from the left engine. The pilot attempted to return to the airport when the nose dropped abruptly and the plane impacted the ground.,4,3,1,4,3,1,0
5609,2011-12-26 05:54:00,"Green Grove, Florida",NoData,NoData,"Jacksonville, FL - Gainsville, FL",B ell 206B,N5016M,2636,The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.,3,2,1,3,2,1,0
5610,2012-01-10 10:00:00,"North Spirit Lake, Ontario, Canada",Keystone air Service Limited,NoData,Winnipeg - North Spirit Lake,Piper PA-31-350 Navajo Chieftain,C-GOSU,31-7752148,"While on approach, the plane crashed on a frozen lake, 1 km from the runway. The crash occurred during blizzard conditions.",5,4,1,4,3,1,0
5611,2012-01-30 08:45:00,"Namoya, Congo",TRACEP Congo Aviation,NoData,Bukavu - Namoya,Antonov AN-28,9Q-CUN,NoData,The cargo plane was on approach to land when it crashed in a forest 10km from Namoya.,5,3,3,3,1,2,0
5612,2012-03-15 07:15:00,"Near San Juan, Puerto Rico",Jet One Express,NoData,San Juan - Saint Croix,Convair CV-340,N153JR,117,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots.",2,0,2,2,0,2,0
5613,2012-03-16 10:45:00,"Kabul, Afghanistan",Military - Turkish Army (NATO),NoData,NoData,Sikorsky S-70A-28,10981,NoData,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.,12,NoData,NoData,12,NoData,NoData,4
5614,2012-04-02 07:44:00,"Tyumen, Russia",UTAir,120,Tyurmen - Surgut,ATR 72-201,VP-BYZ,332,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces. Icing. The plane was not deiced before taking off.",43,39,4,33,29,4,0
5615,2012-04-20 18:40:00,"Islamabad, Pakistan",Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC,23167/1074,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck",127,121,6,127,121,6,0
5616,2012-04-30 16:30:00,"Sabanagrande, Colombia",Military -Fuerza Aerea Colombiana,NoData,Barranquilla - Caucasia,Bell 212,FAC 4020,31272,The helicopter caught fire and crashed while en route.,13,11,2,13,11,2,0
5617,2012-05-09 15:30:00,"Near Cidahu, Indonesia",Sukhoi,36801,Demonstration flight,Sukhoi Superjet 100-95,RA-97004,95004,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area.",45,39,6,45,39,6,0
5618,2012-05-14 09:15:00,"Jomsom, Nepal",Agni Air,NoData,Pokhara - Jomsom,Dornier 228-212,9N-AIG,8216,The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident.,21,18,3,15,13,2,0
5619,2012-06-02 15:30:00,"Accra, Ghana",Allied Air,111,"Lagos, Nigerai - Accra, Ghana",Boeing B-727-200,5N-BJN,22540/1796,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.",4,0,4,0,0,4,12
5620,2012-06-03 16:45:00,"Lagos, Nigeria",Dana Air,992,Abuja - Lagos,McDonnell Douglas MD-83,5N-RAM,53019/1783,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps.",153,146,7,153,146,7,10
5621,2012-06-06 00:00:00,"Hualla Hualla, Mount Mamarosa, Peru",HeliCusco,NoData,Mazuco - Cusco,Sikorsly S-58ET,OB-1840-P,581672,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff.",14,12,2,14,12,2,0
5622,2012-06-11 00:00:00,"Near Serov, Russia",Illegal flight,NoData,NoData,Antonov An-2R,RA-40312,1G221-48,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident.",13,12,1,13,12,1,0
5623,2012-06-21 14:45:00,"Jakarta, Indonesia",Military - Indonesian Air Force,NoData,Training flight,Fokker F-27 Friendship 400M,A-2708,10546,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.,7,0,7,7,0,7,4
5624,2012-08-18 16:25:00,"Off Masbate Island, Philippines",Aviatour's Fly'n Inc.,NoData,Cebu-Naga,PA-34-200 Seneca I,RP-C4431,34-7350051,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative.",4,2,2,3,2,1,0
5625,2012-08-19 08:00:00,"Talodi, Sudan",Alfa Airlines,NoData,Khartoum - Talodi,Antonov An-26-100,ST-ARL,2606,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers.",32,26,6,32,26,6,0
5626,2012-09-12 12:28:00,"Near Palana, Russia",Petropavlovsk-Kamchatsky Air Enteprise,261,Petropavlovsk-Kamchatsky - Palana,Antonov An-28,RA-28715,25-1AJ006,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated.",14,12,2,10,8,2,0
5627,2012-09-28 06:15:00,"Kathmandu, Nepal",Sita Air,NoData,NoData,Dornier 228-202,9N-AHA,8123,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.,19,16,3,19,16,3,0
5628,2012-10-07 12:00:00,"Near Omdurman, Sudan",Military - Sudanese Air Force,NoData,NoData,Antonov An-12BP,ST-ASA,402010,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash.",22,16,6,15,NoData,NoData,0
5629,2012-10-07 16:16:00,Antigua,Fly Montserrat,107,Antigua - Montserrat,Britten-Norman BN-2A-26 Islander,VP-MO,082,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident.",4,3,1,3,2,1,0
5630,2012-11-06 07:46:00,"Wichita, Kansas",Fedex operating for Baron Aviation,8588,"Wichita - Garden City, KS",Cessna 208B Super Cargomaster,N73FE,208B-0291,"The cargo plane climbed to an altitude of about 4,000 feet then attempted to return to the airport. The plane continued to lose altitude until it made a forced landing in a field and crashed into trees.",1,0,1,1,0,1,0
5631,2012-11-21 00:00:00,"San'a, Yemen",Military - Yemen Air Force,NoData,Training,Antonov An-26,420,NoData,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed.",10,0,10,10,0,10,0
5632,2012-11-30 17:50:00,"Near Brazzaville, Congo",Aero Service,NoData,Pointe Noire - Brazzaville,Ilysushin Il-76T,EK-76300,083410300,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.,7,0,7,7,0,7,25
5633,2012-12-05 09:45:00,"Near Ladysmith, South Africa",Military - South African Air Force,NoData,Pretoria - Mthatha Airport,Douglas C47-TP,6840,13866/25311,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident.",11,5,6,11,5,6,0
5634,2012-12-09 03:30:00,"Near Iturbide, Mexico",Starwood Management LLC,NoData,"Monterey, Mexico - Toluca, Mexico",Learjet 25,N345MC,25-046,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the plane’s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident.",7,5,2,7,5,2,0
5635,2012-12-10 03:20:00,"Near Rochelle, Illinois",Rockford Memorial Hospital,NoData,Medical flight,MBB BK117 A3,N911BK,7099,The medical helicopter crashed into a field while en route from Rockford hospital to Mendota hospital where they were going to pick up a patient. Light snow was reported in the area at the time of the accident. The pilot and two nurses were killed.,3,0,3,3,0,3,0
5636,2012-12-25 18:55:00,"Near Shymkent, Kazakhstan",Military - Kazakhstan Border Guards,NoData,Astana - Shymkent,Antonov AN-72-100D,UN-72859,36576092859,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov",27,20,7,27,20,7,0
5637,2012-12-25 08:50:00,"Heho, Myanmar",Air Bagan,W9-011,Mandalay - Heho,Fokker 100,XY-AGC,11327,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured.",71,65,6,2,2,0,1
5638,2012-12-29 16:33:00,"Moscow, Russia",Red Wings Airlines,9268,"Pardubice, Czech Republic - Moscow, Russia",Tupolev TU-204-100V,RA-64047,1450744864047,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board.",8,0,8,5,0,5,0
5639,2013-01-02 20:57:00,"Near Clear Lake, Iowa",Med-Trans Corporaion,NoData,Mercy Hospital - Palo Alto Couonty Hospital,Bell 407,N445MT,53959,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.",3,2,1,3,2,1,0
5640,2013-01-04 11:40:00,"Off Los Roques, Venezuela",Transaereo 5074,NoData,Los Roques - Caracas,Britten Norman BN-2A-27 Islander,YV-2615,20,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard.",6,5,1,6,5,1,0
5641,2013-01-29 13:13:00,"Near Kyzyltu, Kazakhstan",SCAT Air,760,"Kokshetau - Almaty, Kazakhstan",Canadair CRJ-200ER,UP-CJ006,7431,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.,21,16,5,21,16,5,0
5642,2013-02-13 18:09:00,"Donetsk, Ukraine",South Airlines,8971,Odessa - Donetsk,Antonov AN-24RV,UR-WRA,37308709,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.",45,41,4,5,5,0,0
5643,2013-03-04 17:55:00,"Goma, Congo",Compagnie Africaine d' Aviation (CAA),NoData,Lodja - Goma,Fokker 50,9Q-CBD,20270,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.,10,4,6,7,1,6,0
5644,2013-03-06 08:30:00,"La Libertad, Peru",Aero Transporte S.A. - ATSA,NoData,Callao - La Libertad,Beechcraft B200 King Air,OB-1992-P,BB-1682,"The plane, chartered by a Peruvian gold mining company, crashed while atempting to land at an airport in the La Libertad region of Peru in poor weather. The plane struck power lines, crashed and burned. Two employees of Marsa, 5 contractors and both pilots were killed.",9,7,2,9,7,2,0
5645,2013-03-08 08:15:00,"Near Dillingham, Alaska",Ace Air Cargo,51,King Salmon - Dillingham,Beechcraft 1900C,N116AX,UC-17,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",2,0,2,2,0,2,0
5646,2013-03-12 20:30:00,"Almer, Brazil",Fretzx Taxi Aereo,NoData,Belem - Santo Antonio do Jari hydroelectic plant,Embraer EMB 820C Navajo (Piper 31),PT-VAQ,82014,The plane crashed while enroute. It belonged to air charter company Fretax and was transporting nine employees of the engineering company Cesbe to the Santo Antonio do Jari hydroelectric power plant.,10,9,1,10,9,1,0
5647,2013-04-13 15:35:00,"Denpasar, Indonesia",Lion Air,904,Bandung - Denpasar,Boeing B-737-8GP,PK-LKS,38728/4350,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",108,101,7,0,0,0,0
